course_code,course_title,lecturer_id,room_id,day,period
BIO332,Special Topics in BIO,LECTURER_BIO_4,R-DEFAULT-1,1,1
ICH319,Special Topics in ICH,LECTURER_ICH_3,R-DEFAULT-1,3,5
ICH319,Special Topics in ICH,LECTURER_ICH_3,R-DEFAULT-1,4,5
ICH319,Special Topics in ICH,LECTURER_ICH_3,R-DEFAULT-2,0,4
CHM314,Special Topics in CHM,LECTURER_CHM_2,R-DEFAULT-1,0,2
CHM314,Special Topics in CHM,LECTURER_CHM_2,R-DEFAULT-1,1,2
CHM117,Special Topics in CHM,LECTURER_CHM_3,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
CHM117,Special Topics in CHM,LECTURER_CHM_3,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
CHM117,Special Topics in CHM,LECTURER_CHM_3,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
CHM455,Special Topics in CHM,LECTURER_CHM_4,R-DEFAULT-1,0,3
CHM455,Special Topics in CHM,LECTURER_CHM_4,R-DEFAULT-1,1,3
CEN211,Special Topics in CEN,LECTURER_CEN_2,R-DEFAULT-1,0,0
CEN211,Special Topics in CEN,LECTURER_CEN_2,R-DEFAULT-1,1,0
CIT310,Special Topics in CIT,LECTURER_CIT_2,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
CHM359,Special Topics in CHM,LECTURER_CHM_3,R-DEFAULT-1,0,3
CHM359,Special Topics in CHM,LECTURER_CHM_3,R-DEFAULT-1,1,3
PHY335,Special Topics in PHY,LECTURER_PHY_3,R-DEFAULT-1,2,2
PHY335,Special Topics in PHY,LECTURER_PHY_3,R-DEFAULT-1,3,2
PHY317,Special Topics in PHY,LECTURER_PHY_1,R-DEFAULT-1,0,4
PHY317,Special Topics in PHY,LECTURER_PHY_1,R-DEFAULT-1,1,4
BIO111,Special Topics in BIO,LECTURER_BIO_1,R-DEFAULT-1,0,0
BIO111,Special Topics in BIO,LECTURER_BIO_1,R-DEFAULT-1,1,0
CSC333,Computer Networks,LECTURER_CSC_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
CSC333,Computer Networks,LECTURER_CSC_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
CHM231,Special Topics in CHM,LECTURER_CHM_2,R-DEFAULT-1,0,0
CHM211,Special Topics in CHM,LECTURER_CHM_2,R-DEFAULT-1,1,1
CHM431,Special Topics in CHM,LECTURER_CHM_4,R-DEFAULT-1,0,0
CHM431,Special Topics in CHM,LECTURER_CHM_4,R-DEFAULT-1,1,0
BUD215,Special Topics in BUD,LECTURER_BUD_2,R-DEFAULT-1,0,1
BUD215,Special Topics in BUD,LECTURER_BUD_2,R-DEFAULT-1,1,1
SVY211,Special Topics in SVY,LECTURER_SVY_2,R-DEFAULT-1,0,0
SVY211,Special Topics in SVY,LECTURER_SVY_2,R-DEFAULT-1,1,0
MAT318,Differential Equations,LECTURER_MAT_2,R-DEFAULT-1,0,0
MAT318,Differential Equations,LECTURER_MAT_2,R-DEFAULT-1,1,0
BCH213,Special Topics in BCH,LECTURER_BCH_4,R-DEFAULT-1,0,2
BCH213,Special Topics in BCH,LECTURER_BCH_4,R-DEFAULT-1,1,0
BUD111,Special Topics in BUD,LECTURER_BUD_1,R-DEFAULT-1,0,0
BUD111,Special Topics in BUD,LECTURER_BUD_1,R-DEFAULT-1,1,0
BLD418,Special Topics in BLD,LECTURER_BLD_3,R-DEFAULT-1,0,0
BLD418,Special Topics in BLD,LECTURER_BLD_3,R-DEFAULT-1,1,0
CHM499,Special Topics in CHM,LECTURER_CHM_4,R-DEFAULT-1,0,4
CHM499,Special Topics in CHM,LECTURER_CHM_4,R-DEFAULT-1,1,4
FIN212,Special Topics in FIN,LECTURER_CMS_5,R-DEFAULT-1,0,0
FIN212,Special Topics in FIN,LECTURER_CMS_5,R-DEFAULT-1,1,0
BLD411,Special Topics in BLD,LECTURER_BLD_4,R-DEFAULT-1,0,2
BLD411,Special Topics in BLD,LECTURER_BLD_4,R-DEFAULT-1,1,2
ESM512,Special Topics in ESM,LECTURER_ESM_2,R-DEFAULT-1,0,0
ESM512,Special Topics in ESM,LECTURER_ESM_2,R-DEFAULT-1,1,0
MTH216,Special Topics in MTH,LECTURER_MTH_3,R-DEFAULT-2,1,2
MTH216,Special Topics in MTH,LECTURER_MTH_3,R-DEFAULT-2,2,1
BIO418,Special Topics in BIO,LECTURER_BIO_3,R-DEFAULT-1,0,5
CSC314,Operating Systems,LECTURER_CSC_6,R-DEFAULT-1,0,2
CSC314,Operating Systems,LECTURER_CSC_6,R-DEFAULT-1,1,2
BCH431,Special Topics in BCH,LECTURER_BCH_4,R-DEFAULT-1,0,0
BCH431,Special Topics in BCH,LECTURER_BCH_4,R-DEFAULT-1,1,1
BLD417,Special Topics in BLD,LECTURER_BLD_2,R-DEFAULT-1,0,1
BLD417,Special Topics in BLD,LECTURER_BLD_2,R-DEFAULT-1,1,1
MTH311,Special Topics in MTH,LECTURER_MTH_3,R-DEFAULT-3,2,2
MTH311,Special Topics in MTH,LECTURER_MTH_3,R-DEFAULT-3,3,1
MCB313,Special Topics in MCB,LECTURER_MCB_1,R-DEFAULT-1,0,3
MCB313,Special Topics in MCB,LECTURER_MCB_1,R-DEFAULT-1,1,3
BUD312,Special Topics in BUD,LECTURER_BUD_4,R-DEFAULT-1,0,1
BUD312,Special Topics in BUD,LECTURER_BUD_4,R-DEFAULT-1,1,1
MAT411,Probability Theory,LECTURER_MAT_4,R-DEFAULT-1,0,0
MAT411,Probability Theory,LECTURER_MAT_4,R-DEFAULT-1,1,0
SOC336,Introduction to Sociology,LECTURER_SOC_4,R-DEFAULT-1,0,2
SOC336,Introduction to Sociology,LECTURER_SOC_4,R-DEFAULT-1,1,2
PHY351,Special Topics in PHY,LECTURER_PHY_3,R-DEFAULT-1,2,4
PHY351,Special Topics in PHY,LECTURER_PHY_3,R-DEFAULT-1,3,0
PHY436,Special Topics in PHY,LECTURER_PHY_1,R-DEFAULT-1,0,2
PHY436,Special Topics in PHY,LECTURER_PHY_1,R-DEFAULT-1,1,2
PHY434,Special Topics in PHY,LECTURER_PHY_3,R-DEFAULT-1,0,4
PHY434,Special Topics in PHY,LECTURER_PHY_3,R-DEFAULT-1,1,4
PHY419,Special Topics in PHY,LECTURER_PHY_4,R-DEFAULT-1,0,0
PHY419,Special Topics in PHY,LECTURER_PHY_4,R-DEFAULT-1,1,0
PHY232,Special Topics in PHY,LECTURER_PHY_3,R-DEFAULT-1,0,2
PHY232,Special Topics in PHY,LECTURER_PHY_3,R-DEFAULT-1,1,2
PHY211,Special Topics in PHY,LECTURER_PHY_2,R-DEFAULT-3,0,4
PHY211,Special Topics in PHY,LECTURER_PHY_2,R-DEFAULT-3,1,4
PHY119,Special Topics in PHY,LECTURER_PHY_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
PHY119,Special Topics in PHY,LECTURER_PHY_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
PHY119,Special Topics in PHY,LECTURER_PHY_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
MAT412,Advanced Mathematics,LECTURER_MAT_1,R-DEFAULT-1,0,3
MAT413,Algebra,LECTURER_MAT_2,R-DEFAULT-3,0,2
MAT413,Algebra,LECTURER_MAT_2,R-DEFAULT-3,1,2
ESM332,Special Topics in ESM,LECTURER_ESM_4,R-DEFAULT-1,0,0
ESM332,Special Topics in ESM,LECTURER_ESM_4,R-DEFAULT-1,1,0
MAT315,Calculus I,LECTURER_MAT_3,R-DEFAULT-1,0,2
MAT315,Calculus I,LECTURER_MAT_3,R-DEFAULT-1,1,2
ESM516,Special Topics in ESM,LECTURER_ESM_2,R-DEFAULT-1,0,2
ESM516,Special Topics in ESM,LECTURER_ESM_2,R-DEFAULT-1,1,2
BIO414,Special Topics in BIO,LECTURER_BIO_3,R-DEFAULT-1,0,0
BIO414,Special Topics in BIO,LECTURER_BIO_3,R-DEFAULT-1,1,0
ESM319,Special Topics in ESM,LECTURER_ESM_3,R-DEFAULT-1,0,3
ESM319,Special Topics in ESM,LECTURER_ESM_3,R-DEFAULT-1,1,3
ESM311,Special Topics in ESM,LECTURER_ESM_3,R-DEFAULT-1,0,1
ESM311,Special Topics in ESM,LECTURER_ESM_3,R-DEFAULT-1,1,1
MIS414,Special Topics in MIS,LECTURER_MIS_3,R-DEFAULT-1,0,0
MIS414,Special Topics in MIS,LECTURER_MIS_3,R-DEFAULT-1,1,0
BUD311,Special Topics in BUD,LECTURER_BUD_3,R-DEFAULT-1,0,0
BUD311,Special Topics in BUD,LECTURER_BUD_3,R-DEFAULT-1,1,0
BCH439,Special Topics in BCH,LECTURER_BCH_4,R-DEFAULT-1,0,3
BCH439,Special Topics in BCH,LECTURER_BCH_4,R-DEFAULT-1,2,0
BCH434,Special Topics in BCH,LECTURER_BCH_3,R-DEFAULT-1,1,3
MCB415,Special Topics in MCB,LECTURER_MCB_4,R-DEFAULT-1,0,1
MCB415,Special Topics in MCB,LECTURER_MCB_4,R-DEFAULT-1,1,1
MCB416,Special Topics in MCB,LECTURER_MCB_1,R-DEFAULT-1,0,4
MCB316,Special Topics in MCB,LECTURER_MCB_4,R-DEFAULT-1,1,4
MCB411,Special Topics in MCB,LECTURER_MCB_4,R-DEFAULT-1,0,0
MCB411,Special Topics in MCB,LECTURER_MCB_4,R-DEFAULT-1,1,0
MCB414,Special Topics in MCB,LECTURER_MCB_3,R-DEFAULT-1,0,2
BLD513,Special Topics in BLD,LECTURER_BLD_3,R-DEFAULT-1,0,2
BLD513,Special Topics in BLD,LECTURER_BLD_3,R-DEFAULT-1,1,2
BLD511,Special Topics in BLD,LECTURER_BLD_1,R-DEFAULT-1,0,1
BLD511,Special Topics in BLD,LECTURER_BLD_1,R-DEFAULT-1,1,1
BLD213,Special Topics in BLD,LECTURER_BLD_4,R-DEFAULT-1,0,1
BLD213,Special Topics in BLD,LECTURER_BLD_4,R-DEFAULT-1,1,1
ARC112,Special Topics in ARC,LECTURER_ARC_2,R-DEFAULT-1,2,0
ARC112,Special Topics in ARC,LECTURER_ARC_2,R-DEFAULT-1,3,0
FAA211,Special Topics in FAA,LECTURER_FAA_2,R-DEFAULT-1,0,0
FAA211,Special Topics in FAA,LECTURER_FAA_2,R-DEFAULT-1,1,0
ARC231,Special Topics in ARC,LECTURER_ARC_2,R-DEFAULT-1,4,1
ARC231,Special Topics in ARC,LECTURER_ARC_2,R-DEFAULT-2,0,1
ARC231,Special Topics in ARC,LECTURER_ARC_2,R-DEFAULT-2,1,1
ARC313,Special Topics in ARC,LECTURER_ARC_1,R-DEFAULT-1,1,5
ARC313,Special Topics in ARC,LECTURER_ARC_1,R-DEFAULT-1,2,2
ARC336,Special Topics in ARC,LECTURER_ARC_4,R-DEFAULT-1,0,2
ARC336,Special Topics in ARC,LECTURER_ARC_4,R-DEFAULT-1,1,1
ARC414,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,1,3
ARC414,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,2,0
ARC417,Special Topics in ARC,LECTURER_ARC_2,R-DEFAULT-1,0,2
ARC417,Special Topics in ARC,LECTURER_ARC_2,R-DEFAULT-1,1,0
SEN211,Special Topics in SEN,LECTURER_SEN_2,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
SEN211,Special Topics in SEN,LECTURER_SEN_2,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
CHM111,Special Topics in CHM,LECTURER_CHM_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
GET233,Special Topics in GET,LECTURER_GET_4,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
GET233,Special Topics in GET,LECTURER_GET_4,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
GET111,Special Topics in GET,LECTURER_GET_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
GET111,Special Topics in GET,LECTURER_GET_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
STA112,Statistics I,LECTURER_MAT_2,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
STA112,Statistics I,LECTURER_MAT_2,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
GET235,Special Topics in GET,LECTURER_GET_2,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
GET235,Special Topics in GET,LECTURER_GET_2,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
GET238,Special Topics in GET,LECTURER_GET_1,R-DEFAULT-1,0,0
GET238,Special Topics in GET,LECTURER_GET_1,R-DEFAULT-1,1,0
BCH315,Special Topics in BCH,LECTURER_BCH_3,R-DEFAULT-1,0,0
BCH315,Special Topics in BCH,LECTURER_BCH_3,R-DEFAULT-1,1,1
BCH453,Special Topics in BCH,LECTURER_BCH_2,R-DEFAULT-1,1,4
BCH411,Special Topics in BCH,LECTURER_BCH_4,R-DEFAULT-1,0,1
BCH411,Special Topics in BCH,LECTURER_BCH_4,R-DEFAULT-1,1,2
BIO314,Special Topics in BIO,LECTURER_BIO_2,R-DEFAULT-1,2,0
BIO314,Special Topics in BIO,LECTURER_BIO_2,R-DEFAULT-1,3,0
BIO117,Special Topics in BIO,LECTURER_BIO_3,R-DEFAULT-1,0,1
BIO117,Special Topics in BIO,LECTURER_BIO_3,R-DEFAULT-1,1,1
CHM112,Special Topics in CHM,LECTURER_CHM_2,R-DEFAULT-1,0,1
IMT313,Special Topics in IMT,LECTURER_IMT_1,R-DEFAULT-1,0,4
CIT413,Special Topics in CIT,LECTURER_CIT_2,R-DEFAULT-1,0,0
CSC413,Operating Systems,LECTURER_CSC_4,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
MIS415,Special Topics in MIS,LECTURER_MIS_4,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
PHY416,Special Topics in PHY,LECTURER_PHY_1,R-DEFAULT-1,2,0
PHY416,Special Topics in PHY,LECTURER_PHY_1,R-DEFAULT-1,3,0
PHY439,Special Topics in PHY,LECTURER_PHY_4,R-DEFAULT-1,2,2
PHY439,Special Topics in PHY,LECTURER_PHY_4,R-DEFAULT-1,3,2
CSC318,Web Technologies,LECTURER_CSC_4,R-DEFAULT-1,0,3
CSC318,Web Technologies,LECTURER_CSC_4,R-DEFAULT-1,1,3
CSC416,Artificial Intelligence,LECTURER_CSC_1,R-DEFAULT-1,0,0
CSC416,Artificial Intelligence,LECTURER_CSC_1,R-DEFAULT-1,1,0
CSC312,Data Structures,LECTURER_CSC_4,R-DEFAULT-1,0,4
CHM311,Special Topics in CHM,LECTURER_CHM_3,R-DEFAULT-1,0,0
CHM311,Special Topics in CHM,LECTURER_CHM_3,R-DEFAULT-1,1,0
ACC112,Auditing,LECTURER_CMS_6,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
ACC112,Auditing,LECTURER_CMS_6,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
CEN111,Special Topics in CEN,LECTURER_CEN_1,R-DEFAULT-1,0,0
CEN111,Special Topics in CEN,LECTURER_CEN_1,R-DEFAULT-1,1,0
FIN311,Special Topics in FIN,LECTURER_CMS_3,R-DEFAULT-1,0,0
FIN311,Special Topics in FIN,LECTURER_CMS_3,R-DEFAULT-1,1,0
MTH313,Special Topics in MTH,LECTURER_MTH_1,R-DEFAULT-3,2,1
MTH313,Special Topics in MTH,LECTURER_MTH_1,R-DEFAULT-3,3,2
MAT417,Differential Equations,LECTURER_MAT_2,R-DEFAULT-3,0,1
MAT417,Differential Equations,LECTURER_MAT_2,R-DEFAULT-3,1,1
BCH217,Special Topics in BCH,LECTURER_BCH_4,R-DEFAULT-1,0,5
BCH217,Special Topics in BCH,LECTURER_BCH_4,R-DEFAULT-1,1,3
MCB333,Special Topics in MCB,LECTURER_MCB_1,R-DEFAULT-1,0,5
MCB318,Special Topics in MCB,LECTURER_MCB_2,R-DEFAULT-1,0,4
MCB332,Special Topics in MCB,LECTURER_MCB_4,R-DEFAULT-1,0,2
MCB332,Special Topics in MCB,LECTURER_MCB_4,R-DEFAULT-1,1,2
PHY212,Special Topics in PHY,LECTURER_PHY_3,R-DEFAULT-1,0,1
PHY212,Special Topics in PHY,LECTURER_PHY_3,R-DEFAULT-1,1,1
PHY354,Special Topics in PHY,LECTURER_PHY_2,R-DEFAULT-1,2,3
PHY354,Special Topics in PHY,LECTURER_PHY_2,R-DEFAULT-1,3,1
PHY435,Special Topics in PHY,LECTURER_PHY_4,R-DEFAULT-1,2,1
PHY435,Special Topics in PHY,LECTURER_PHY_4,R-DEFAULT-1,3,1
PHY413,Special Topics in PHY,LECTURER_PHY_2,R-DEFAULT-1,0,5
PHY413,Special Topics in PHY,LECTURER_PHY_2,R-DEFAULT-1,1,5
ESM418,Special Topics in ESM,LECTURER_ESM_3,R-DEFAULT-1,2,0
ESM418,Special Topics in ESM,LECTURER_ESM_3,R-DEFAULT-1,3,0
ESM514,Special Topics in ESM,LECTURER_ESM_4,R-DEFAULT-1,0,1
ESM514,Special Topics in ESM,LECTURER_ESM_4,R-DEFAULT-1,1,1
ESM515,Special Topics in ESM,LECTURER_ESM_1,R-DEFAULT-1,2,0
ESM515,Special Topics in ESM,LECTURER_ESM_1,R-DEFAULT-1,3,0
ESM412,Special Topics in ESM,LECTURER_ESM_1,R-DEFAULT-1,0,1
ESM412,Special Topics in ESM,LECTURER_ESM_1,R-DEFAULT-1,1,1
ESM318,Special Topics in ESM,LECTURER_ESM_2,R-DEFAULT-1,0,5
ESM318,Special Topics in ESM,LECTURER_ESM_2,R-DEFAULT-1,1,5
IMT314,Special Topics in IMT,LECTURER_IMT_2,R-DEFAULT-3,0,5
IMT314,Special Topics in IMT,LECTURER_IMT_2,R-DEFAULT-3,1,5
BCH358,Special Topics in BCH,LECTURER_BCH_2,R-DEFAULT-1,1,5
MCB213,Special Topics in MCB,LECTURER_MCB_4,R-DEFAULT-1,2,0
MCB213,Special Topics in MCB,LECTURER_MCB_4,R-DEFAULT-1,3,0
ARC133,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,0,0
ARC133,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,1,0
ARC212,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,4,3
ARC212,Special Topics in ARC,LECTURER_ARC_3,R-DEFAULT-1,2,1
ARC314,Special Topics in ARC,LECTURER_ARC_2,R-DEFAULT-2,0,5
ARC314,Special Topics in ARC,LECTURER_ARC_2,R-DEFAULT-2,1,3
ARC314,Special Topics in ARC,LECTURER_ARC_2,R-DEFAULT-2,2,3
ARC416,Special Topics in ARC,LECTURER_ARC_1,R-DEFAULT-1,0,1
ARC416,Special Topics in ARC,LECTURER_ARC_1,R-DEFAULT-1,1,1
ARC416,Special Topics in ARC,LECTURER_ARC_1,R-DEFAULT-1,2,1
ARC416,Special Topics in ARC,LECTURER_ARC_1,R-DEFAULT-1,3,1
CSC415,Software Engineering,LECTURER_CSC_6,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
CSC415,Software Engineering,LECTURER_CSC_6,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
COS111,Special Topics in COS,LECTURER_COS_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
COS111,Special Topics in COS,LECTURER_COS_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
PHY113,Special Topics in PHY,LECTURER_PHY_3,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
PHY113,Special Topics in PHY,LECTURER_PHY_3,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
TMC111,Special Topics in TMC,LECTURER_TMC_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
EDS411,Special Topics in EDS,LECTURER_EDS_4,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
GST211,Special Topics in GST,LECTURER_GST_2,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
GST211,Special Topics in GST,LECTURER_GST_2,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
GST312,Special Topics in GST,LECTURER_GST_4,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
GST312,Special Topics in GST,LECTURER_GST_4,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
CIT111,Special Topics in CIT,LECTURER_CIT_1,UNSCHEDULED,UNSCHEDULED,UNSCHEDULED
